,name,is_occluded,is_top_occluded,is_bottom_occluded,is_face_detected
77,0_0_00_eyeglass_185img.jpg,False,False,False,True
78,1_0_11_MAFA_test_3734.jpg,True,False,True,True
79,0_0_0_crop_70j4XUYAEqc4e.jpg,False,False,False,True
80,1_0_11_MAFA_train_7764.jpg,True,False,True,True
81,0_0_00_eyeglass_1471img.jpg,False,False,False,True
82,1_0_11_MAFA_test_4550.jpg,True,False,True,True
83,0_0_00_afw1497img.jpg,False,False,False,True
84,1_0_11_MAFA_train_1478.jpg,True,False,True,False
85,0_0_00_afw1696img.jpg,False,False,False,True
86,1_0_11_MAFA_test_4816.jpg,True,False,True,False
87,0_0_00_eyeglass_1565img.jpg,False,False,False,True
88,0_0_00_eyeglass_49img.jpg,False,False,False,False
89,1_0_11_MAFA_train_16640.jpg,True,False,True,True
90,0_0_00_afw772img.jpg,False,False,False,True
91,1_1_0_crop_331unglasses_3 복사본.jpg,True,True,False,True
92,0_0_00_PGU_92_03.jpg,False,False,False,True
93,0_0_0_cpw_cpwMario_Jardel_3.jpg,False,False,False,True
94,0_0_00_eyeglass_1348img.jpg,False,False,False,True
95,0_0_00_eyeglass_330img.jpg,False,False,False,False
96,0_0_00_eyeglass_165img.jpg,False,False,False,True
97,0_0_0_cpw_cpwMichael_Pfleger_1.jpg,False,False,False,True
98,0_0_00_eyeglass_1064img.jpg,False,False,False,False
99,1_0_11_MAFA_train_22525.jpg,True,False,True,False
100,1_0_11_eyeglass_34img.jpg,True,False,True,False
101,1_0_11_MAFA_train_20103.jpg,True,False,True,True
102,0_0_00_afw1268img.jpg,False,False,False,True
103,0_0_00_afw2259img.jpg,False,False,False,True
104,1_0_11_MAFA_train_4453.jpg,True,False,True,False
105,0_0_00_eyeglass_119img.jpg,False,False,False,True
106,1_0_11_MAFA_train_18210.jpg,True,False,True,False
107,0_0_00_afw1129img.jpg,False,False,False,True
108,1_0_11_MAFA_train_6112.jpg,True,False,True,True
109,1_1_0_crop_378oduct_popup.jpg,True,True,False,True
110,1_1_11_COFW_train_943.jpg,True,True,True,True
111,0_0_00_afw1152img.jpg,False,False,False,True
112,1_0_11_MAFA_train_6163.jpg,True,False,True,False
113,1_0_11_MAFA_train_14410.jpg,True,False,True,False
114,1_0_11_MAFA_train_2783.jpg,True,False,True,True
115,1_0_11_MAFA_train_17887.jpg,True,False,True,True
116,1_0_11_MAFA_train_7276.jpg,True,False,True,True
117,0_0_00_afw815img.jpg,False,False,False,True
118,1_1_0COFW_test_502.jpg,True,True,False,True
119,1_0_11_MAFA_train_18374.jpg,True,False,True,False
120,1_1_0_crop_2031282_454732.jpg,True,True,False,True
121,0_0_00_afw1315img.jpg,False,False,False,True
122,1_1_0_COFW_test_49.jpg,True,True,False,False
123,1_0_11_MAFA_train_7796.jpg,True,False,True,True
124,1_0_11_COFW_train_1064.jpg,True,False,True,True
125,0_0_00_afw2264img.jpg,False,False,False,True
126,1_0_11_MAFA_test_920.jpg,True,False,True,True
127,0_0_00_afw490img.jpg,False,False,False,True
128,0_0_00_eyeglass_1248img.jpg,False,False,False,True
129,1_0_11_MAFA_test_3158.jpg,True,False,True,False
130,1_1_0_crop_2530101-Blue-0 복사본.jpg,True,True,False,False
131,0_0_00_eyeglass_304img.jpg,False,False,False,True
132,0_0_00_afw444img.jpg,False,False,False,True
133,1_0_11_MAFA_test_2091.jpg,True,False,True,True
134,0_0_00_eyeglass_1142img.jpg,False,False,False,True
135,1_0_11_COFW_train_974.jpg,True,False,True,True
136,1_0_11_MAFA_train_13312.jpg,True,False,True,False
137,0_0_00_COFW_train_1227.jpg,False,False,False,True
138,1_0_11_MAFA_test_818.jpg,True,False,True,True
139,1_0_11_MAFA_train_21782.jpg,True,False,True,True
140,1_0_11_MAFA_train_7338.jpg,True,False,True,False
141,1_0_11_MAFA_train_23047.jpg,True,False,True,False
142,1_0_11_MAFA_train_5003.jpg,True,False,True,True
143,1_0_11_MAFA_train_14898.jpg,True,False,True,True
144,1_0_11_MAFA_train_12947.jpg,True,False,True,False
145,1_0_11_MAFA_train_22067.jpg,True,False,True,True
146,0_0_00_COFW_train_805.jpg,False,False,False,True
147,1_0_11_MAFA_train_21277.jpg,True,False,True,True
148,0_0_00_afw966img.jpg,False,False,False,True
149,0_0_0_crop_2485910580dgqd.jpg,False,False,False,True
150,0_0_0cpw_cpwChris_Klein_2.jpg,False,False,False,True
151,1_0_11_MAFA_train_2449.jpg,True,False,True,True
152,0_0_00_eyeglass_480img.jpg,False,False,False,True
153,0_0_00_afw2425img.jpg,False,False,False,True
154,0_0_00_eyeglass_1102img.jpg,False,False,False,True
155,0_0_00_afw987img.jpg,False,False,False,True
156,1_0_11_eyeglass_40img.jpg,True,False,True,False
157,0_0_00_afw2585img.jpg,False,False,False,True
158,0_0_00_afw68img.jpg,False,False,False,True
159,1_0_11_MAFA_train_23082.jpg,True,False,True,True
160,1_0_11_MAFA_train_20419.jpg,True,False,True,False
161,0_0_00_eyeglass_1015img.jpg,False,False,False,True
162,1_1_0sunglass_crop_Denise-Richards-Sunglasses-By-Sama-Eyewear.jpg,True,True,False,True
163,1_0_11_MAFA_train_10239.jpg,True,False,True,False
164,0_0_00_PGU_141_01.jpg,False,False,False,True
165,0_0_00_COFW_train_287.jpg,False,False,False,True
166,1_0_11_MAFA_train_18950.jpg,True,False,True,False
167,1_0_11_MAFA_train_22340.jpg,True,False,True,True
168,0_0_00_afw553img.jpg,False,False,False,True
169,0_0_00_afw1433img.jpg,False,False,False,True
170,1_0_11_MAFA_train_17797.jpg,True,False,True,False
171,1_1_0sunglass_crop_4244e1_1_07f3d5fb813a3442d8129cf8739726066~mv2.jpg,True,True,False,False
172,1_0_11_MAFA_train_13482.jpg,True,False,True,False
173,0_0_00_afw1999img.jpg,False,False,False,True
174,0_0_0_crop_49774945.2.jpg,False,False,False,True
175,0_0_00_COFW_train_386.jpg,False,False,False,True
176,1_0_11_MAFA_train_2071.jpg,True,False,True,True
177,0_0_00_afw1404img.jpg,False,False,False,True
178,1_0_11_MAFA_train_16516.jpg,True,False,True,False
179,0_0_00_afw361img.jpg,False,False,False,True
180,1_1_0PGU_27_02.jpg,True,True,False,True
181,1_0_11_MAFA_train_11820.jpg,True,False,True,True
182,1_0_11_MAFA_train_6973.jpg,True,False,True,True
183,1_0_11_MAFA_train_15338.jpg,True,False,True,True
184,0_0_00_afw1271img.jpg,False,False,False,True
185,1_1_0_crop_99551124_w640.jpg,True,True,False,False
186,0_0_00_afw331img.jpg,False,False,False,True
187,1_0_11_COFW_train_1039.jpg,True,False,True,True
188,0_0_00_afw2554img.jpg,False,False,False,True
189,1_0_11_MAFA_train_10319.jpg,True,False,True,False
190,1_1_0_crop_3382f03a35841a.jpg,True,True,False,True
191,0_0_0cpw_cpwDaniel_Barenboim_1.jpg,False,False,False,True
192,1_0_11_MAFA_test_1234.jpg,True,False,True,True
193,0_0_00_afw1947img.jpg,False,False,False,True
194,1_0_11_MAFA_train_10635.jpg,True,False,True,True
195,0_0_0cpw_cpwCarmen_Electra_3.jpg,False,False,False,True
196,1_0_11_MAFA_train_6339.jpg,True,False,True,False
197,0_0_00_afw858img.jpg,False,False,False,True
198,1_0_11_MAFA_train_19879.jpg,True,False,True,True
199,1_0_11_MAFA_train_10324.jpg,True,False,True,False
200,1_0_11_MAFA_train_18572.jpg,True,False,True,False
201,0_0_00_afw2678img.jpg,False,False,False,True
202,1_0_11_MAFA_train_23008.jpg,True,False,True,True
203,1_0_11_MAFA_train_11156.jpg,True,False,True,False
204,1_0_11_MAFA_train_23052.jpg,True,False,True,False
205,1_0_11_MAFA_test_2888.jpg,True,False,True,True
206,0_0_00_afw613img.jpg,False,False,False,True
207,0_0_00_afw753img.jpg,False,False,False,True
208,0_0_0_crop_579a0VAAE1OeT.jpg,False,False,False,True
209,0_0_00_COFW_train_752.jpg,False,False,False,True
210,0_0_00_afw1413img.jpg,False,False,False,True
211,1_0_11_MAFA_train_3997.jpg,True,False,True,False
212,1_0_11_eyeglass_131img.jpg,True,False,True,True
213,1_0_11_MAFA_train_23271.jpg,True,False,True,True
214,1_0_11_MAFA_train_19562.jpg,True,False,True,True
215,0_0_00_afw2677img.jpg,False,False,False,True
216,0_0_0cpw_cpwBill_Walton_2.jpg,False,False,False,True
217,0_0_00_afw1546img.jpg,False,False,False,True
218,1_0_11_MAFA_train_11467.jpg,True,False,True,True
219,0_0_0_crop_49581004.2.jpg,False,False,False,True
220,0_0_00_afw1414img.jpg,False,False,False,True
221,0_0_00_eyeglass_821img.jpg,False,False,False,True
222,1_0_11_MAFA_train_7260.jpg,True,False,True,False
223,0_0_00_afw702img.jpg,False,False,False,True
224,1_0_11_MAFA_train_6633.jpg,True,False,True,True
225,0_0_00_afw1565img.jpg,False,False,False,False
226,1_0_11_MAFA_train_10456.jpg,True,False,True,False
227,0_0_00_afw1151img.jpg,False,False,False,True
228,0_0_00_afw1026img.jpg,False,False,False,True
229,1_1_0sunglass_crop_WilliamCollage.jpg,True,True,False,True
230,0_0_00_afw1008img.jpg,False,False,False,True
231,0_0_00_afw1980img.jpg,False,False,False,True
232,1_0_11_MAFA_test_2021.jpg,True,False,True,True
233,0_0_00_afw1361img.jpg,False,False,False,True
234,1_1_1_COFW_test_112.jpg,True,True,True,False
235,1_0_11_MAFA_train_5276.jpg,True,False,True,True
236,0_0_00_afw1292img.jpg,False,False,False,True
237,0_0_00_PGU_149_01.jpg,False,False,False,True
238,1_0_11_MAFA_train_22987.jpg,True,False,True,True
239,0_0_00_afw317img.jpg,False,False,False,True
240,0_0_00_COFW_train_728.jpg,False,False,False,True
241,0_0_00_afw1644img.jpg,False,False,False,True
242,1_0_11_COFW_train_1006.jpg,True,False,True,True
243,0_0_0_crop_224-the-camera.jpg,False,False,False,False
244,1_0_11_MAFA_train_1288.jpg,True,False,True,False
245,1_0_11_MAFA_test_4352.jpg,True,False,True,False
246,1_0_11_MAFA_train_1912.jpg,True,False,True,False
247,0_0_00_PGU_187_01.jpg,False,False,False,True
248,1_0_11_MAFA_train_1581.jpg,True,False,True,True
249,0_0_00_eyeglass_253img.jpg,False,False,False,True
250,1_1_0_crop_46hop1_745061.jpg,True,True,False,True
251,0_0_0_cpw_cpwMichael_Pfleger_3.jpg,False,False,False,True
252,0_0_0_crop_6121242410_1.jpg,False,False,False,True
253,0_0_00_PGU_61_03.jpg,False,False,False,True
254,0_0_00_eyeglass_403img.jpg,False,False,False,True
255,1_0_11_MAFA_train_14736.jpg,True,False,True,True
256,0_0_00_afw139img.jpg,False,False,False,True
257,1_0_11_MAFA_test_2483.jpg,True,False,True,True
258,1_0_11_MAFA_train_19661.jpg,True,False,True,True
259,1_1_0_crop_383_1m_model_1.jpg,True,True,False,True
260,0_0_00_COFW_train_253.jpg,False,False,False,True
261,1_0_11_COFW_train_1013.jpg,True,False,True,True
262,1_0_11_MAFA_train_1517.jpg,True,False,True,True
263,0_0_0cpw_cpwChip_Burrus_3.jpg,False,False,False,True
264,0_0_00_afw2711img.jpg,False,False,False,True
265,1_0_11_MAFA_test_4190.jpg,True,False,True,False
266,1_1_0PGU_53_02.jpg,True,True,False,True
267,0_0_00_afw1962img.jpg,False,False,False,True
268,1_0_11_MAFA_train_12333.jpg,True,False,True,False
269,1_1_0_crop_465638f620844b.jpg,True,True,False,True
270,0_0_00_afw534img.jpg,False,False,False,True
271,1_0_11_COFW_train_928.jpg,True,False,True,True
272,1_0_11_MAFA_train_22843.jpg,True,False,True,False
273,1_0_11_COFW_test_116.jpg,True,False,True,False
274,0_0_00_eyeglass_986img.jpg,False,False,False,True
275,1_1_0PGU_70_02.jpg,True,True,False,True
276,0_0_00_COFW_train_1276.jpg,False,False,False,True
277,1_0_11_MAFA_train_3561.jpg,True,False,True,False
278,0_0_00_COFW_train_711.jpg,False,False,False,True
279,1_0_11_MAFA_train_20294.jpg,True,False,True,True
280,0_0_00_afw69img.jpg,False,False,False,True
281,0_0_00_afw1098img.jpg,False,False,False,True
282,1_0_11_MAFA_train_7980.jpg,True,False,True,True
283,1_0_11_MAFA_train_8059.jpg,True,False,True,False
284,1_0_11_MAFA_train_12679.jpg,True,False,True,True
285,1_0_11_MAFA_train_4454.jpg,True,False,True,True
286,0_0_00_afw1538img.jpg,False,False,False,True
287,0_0_00_eyeglass_1137img.jpg,False,False,False,True
288,1_0_11_MAFA_train_2024.jpg,True,False,True,False
289,0_0_0_crop_381030001240_0.jpg,False,False,False,True
290,1_0_11_MAFA_train_1180.jpg,True,False,True,True
291,0_0_00_COFW_test_406.jpg,False,False,False,True
292,1_0_11_MAFA_train_2554.jpg,True,False,True,False
293,1_0_11_MAFA_train_18126.jpg,True,False,True,True
294,0_0_00_afw2391img.jpg,False,False,False,True
295,1_0_11_MAFA_train_13523.jpg,True,False,True,True
296,1_1_0PGU_160_04.jpg,True,True,False,True
297,1_0_11_COFW_train_1268.jpg,True,False,True,True
298,0_0_0_cpw_cpwNancy_Powell_1.jpg,False,False,False,True
299,1_0_11_MAFA_train_13652.jpg,True,False,True,False
300,1_1_0COFW_train_911.jpg,True,True,False,True
301,0_0_00_eyeglass_669img.jpg,False,False,False,True
302,1_0_11_COFW_test_194.jpg,True,False,True,True
303,1_0_11_MAFA_train_13724.jpg,True,False,True,True
304,1_0_11_MAFA_train_5463.jpg,True,False,True,False
305,0_0_00_afw672img.jpg,False,False,False,True
306,1_0_11_MAFA_train_15890.jpg,True,False,True,True
307,1_0_11_MAFA_train_16631.jpg,True,False,True,True
308,0_0_00_PGU_81_03.jpg,False,False,False,True
309,0_0_00_afw2457img.jpg,False,False,False,True
310,0_0_00_eyeglass_775img.jpg,False,False,False,True
311,1_0_11_MAFA_train_14487.jpg,True,False,True,True
312,1_0_11_MAFA_train_9135.jpg,True,False,True,True
313,0_0_00_afw1298img.jpg,False,False,False,True
314,0_0_0cpw_cpwCarey_Lowell_3.jpg,False,False,False,True
315,0_0_0_crop_172_1533827580.jpg,False,False,False,True
316,1_0_11_MAFA_train_1606.jpg,True,False,True,False
317,0_0_00_afw1741img.jpg,False,False,False,True
318,1_1_0PGU_1_1_004 2.jpg,True,True,False,False
319,0_0_0_crop_495974-540x862.jpg,False,False,False,True
320,0_0_00_eyeglass_882img.jpg,False,False,False,True
321,0_0_00_COFW_train_221.jpg,False,False,False,True
322,1_1_0_crop_325shion-blogs.jpg,True,True,False,True
323,1_0_11_MAFA_train_12241.jpg,True,False,True,True
324,0_0_00_afw184img.jpg,False,False,False,True
325,0_0_00_COFW_train_1.jpg,False,False,False,True
326,0_0_00_afw1381img.jpg,False,False,False,True
327,0_0_00_afw170img.jpg,False,False,False,False
328,0_0_0cpw_cpwChuck_Eidson_1.jpg,False,False,False,True
329,1_0_11_MAFA_test_1300.jpg,True,False,True,True
330,0_0_0_crop_77864919.1.jpg,False,False,False,True
331,0_0_00_afw1895img.jpg,False,False,False,True
332,0_0_0_crop_5076061595_2.jpg,False,False,False,True
333,0_0_0_crop_390389dad94cbb.jpg,False,False,False,True
334,1_0_11_MAFA_train_21190.jpg,True,False,True,False
335,1_0_11_MAFA_train_18375.jpg,True,False,True,False
336,1_0_11_MAFA_train_2722.jpg,True,False,True,True
337,1_0_11_MAFA_train_6470.jpg,True,False,True,False
338,1_0_11_MAFA_train_15038.jpg,True,False,True,True
339,1_0_11_MAFA_train_4497.jpg,True,False,True,True
340,1_0_11_COFW_test_285.jpg,True,False,True,True
341,1_1_0_crop_178-Sunglasses.jpg,True,True,False,False
342,1_1_0PGU_137_02.jpg,True,True,False,True
343,1_0_11_MAFA_train_17757.jpg,True,False,True,False
344,1_0_11_MAFA_train_2448.jpg,True,False,True,True
345,1_0_11_MAFA_train_23157.jpg,True,False,True,False
346,0_0_00_afw2581img.jpg,False,False,False,True
347,0_0_00_afw1626img.jpg,False,False,False,True
348,1_0_11_MAFA_test_3903.jpg,True,False,True,True
349,1_0_11_MAFA_train_18004.jpg,True,False,True,True
350,1_0_11_MAFA_train_14619.jpg,True,False,True,False
351,1_0_11_MAFA_train_6030.jpg,True,False,True,True
352,0_0_0_cpw_cpwJames_Meeks_1.jpg,False,False,False,True
353,0_0_00_eyeglass_629img.jpg,False,False,False,True
354,0_0_00_eyeglass_200img.jpg,False,False,False,True
355,1_1_0COFW_test_172.jpg,True,True,False,True
356,1_0_11_MAFA_train_16906.jpg,True,False,True,True
357,1_0_11_MAFA_train_16913.jpg,True,False,True,True
358,1_0_11_MAFA_test_1334.jpg,True,False,True,True
359,1_0_11_MAFA_train_16155.jpg,True,False,True,False
360,1_1_0COFW_test_232.jpg,True,True,False,True
361,0_0_0cpw_cpwBrian_Cowen_1.jpg,False,False,False,True
362,1_0_11_MAFA_train_25493.jpg,True,False,True,False
363,0_0_00_afw1958img.jpg,False,False,False,True
364,1_1_0COFW_test_411.jpg,True,True,False,True
365,1_0_11_MAFA_train_20830.jpg,True,False,True,False
366,0_0_00_afw1894img.jpg,False,False,False,True
367,1_1_0COFW_test_455.jpg,True,True,False,True
368,1_0_11_MAFA_train_1328.jpg,True,False,True,True
369,0_0_0cpw_cpwDonald_Regan_2.jpg,False,False,False,True
370,1_0_11_MAFA_test_65.jpg,True,False,True,True
371,1_1_0PGU_10_04.jpg,True,True,False,True
372,1_0_11_MAFA_test_2167.jpg,True,False,True,False
373,1_0_11_MAFA_train_19114.jpg,True,False,True,True
374,1_0_11_MAFA_train_18866.jpg,True,False,True,True
375,1_0_11_MAFA_train_15012.jpg,True,False,True,False
376,1_0_11_MAFA_train_10344.jpg,True,False,True,True
377,1_0_11_MAFA_train_15738.jpg,True,False,True,True
378,0_0_00_afw1071img.jpg,False,False,False,True
379,1_0_11_MAFA_test_708.jpg,True,False,True,True
380,1_0_11_MAFA_train_4486.jpg,True,False,True,False
381,0_0_00_PGU_145_01.jpg,False,False,False,True
382,1_0_11_MAFA_train_20658.jpg,True,False,True,True
383,0_0_00_eyeglass_539img.jpg,False,False,False,True
384,1_0_11_MAFA_train_18217.jpg,True,False,True,False
385,1_1_0PGU_38_04.jpg,True,True,False,True
386,1_0_11_MAFA_train_4881.jpg,True,False,True,False
387,1_1_0_crop_18hop1_141736.jpg,True,True,False,False
388,0_0_00_COFW_train_366.jpg,False,False,False,True
389,0_0_0cpw_cpwAli_Abbas_2.jpg,False,False,False,True
390,1_0_11_MAFA_train_1630.jpg,True,False,True,True
391,1_1_0_crop_2534008520jqhd.jpg,True,True,False,True
392,1_0_11_MAFA_test_2432.jpg,True,False,True,True
393,1_0_11_MAFA_train_19929.jpg,True,False,True,True
394,1_0_11_MAFA_test_2342.jpg,True,False,True,True
395,0_0_00_eyeglass_1235img.jpg,False,False,False,True
396,0_0_00_eyeglass_971img.jpg,False,False,False,True
397,1_1_0PGU_114_04.jpg,True,True,False,True
398,0_0_00_eyeglass_916img.jpg,False,False,False,True
399,1_0_11_MAFA_train_20528.jpg,True,False,True,False
400,1_0_11_MAFA_train_15396.jpg,True,False,True,True
401,0_0_00_afw2495img.jpg,False,False,False,True
402,1_0_11_MAFA_train_1209.jpg,True,False,True,True
403,1_0_11_MAFA_train_19674.jpg,True,False,True,True
404,0_0_00_COFW_train_561.jpg,False,False,False,True
405,0_0_00_eyeglass_1254img.jpg,False,False,False,True
406,1_0_11_MAFA_train_2073.jpg,True,False,True,True
407,1_1_0sunglass_crop_Celebrity-Sunglasses-Garrett-Leight-Kendall-Jenner_buro247.sg.jpg,True,True,False,True
408,1_0_11_MAFA_test_3470.jpg,True,False,True,True
409,1_0_11_MAFA_train_15717.jpg,True,False,True,True
410,1_0_11_MAFA_train_22221.jpg,True,False,True,False
411,1_0_11_MAFA_test_2711.jpg,True,False,True,True
412,0_0_00_afw149img.jpg,False,False,False,True
413,1_0_11_MAFA_train_22156.jpg,True,False,True,False
414,1_0_11_MAFA_train_3236.jpg,True,False,True,False
415,1_0_11_MAFA_train_3822.jpg,True,False,True,True
416,0_0_00_afw1923img.jpg,False,False,False,True
417,0_0_00_COFW_train_1233.jpg,False,False,False,False
418,1_0_11_MAFA_train_6551.jpg,True,False,True,False
419,1_0_11_MAFA_test_4913.jpg,True,False,True,True
420,1_0_11_MAFA_train_19048.jpg,True,False,True,False
421,1_0_11_MAFA_train_17373.jpg,True,False,True,False
422,0_0_00_eyeglass_221img.jpg,False,False,False,True
423,0_0_00_PGU_145_03.jpg,False,False,False,True
424,1_0_11_MAFA_train_3202.jpg,True,False,True,True
425,0_0_00_PGU_203_03.jpg,False,False,False,True
426,0_0_00_afw407img.jpg,False,False,False,True
427,1_0_11_MAFA_train_12831.jpg,True,False,True,True
428,1_0_11_MAFA_train_11782.jpg,True,False,True,True
429,1_0_11_eyeglass_127img.jpg,True,False,True,True
430,1_0_11_MAFA_test_2078.jpg,True,False,True,True
431,0_0_0_x0_0_0cpw_cpwBetty_Williams_3.jpg,False,False,False,True
432,0_0_00_eyeglass_375img.jpg,False,False,False,True
433,0_0_00_COFW_train_316.jpg,False,False,False,True
434,1_0_11_MAFA_train_4637.jpg,True,False,True,False
435,0_0_00_COFW_train_496.jpg,False,False,False,True
436,1_0_11_MAFA_train_2664.jpg,True,False,True,True
437,1_0_11_COFW_test_23.jpg,True,False,True,True
438,1_1_0sunglass_crop_186d372ba6.jpg,True,True,False,True
439,0_0_00_afw2512img.jpg,False,False,False,True
440,0_0_00_afw1093img.jpg,False,False,False,True
441,1_0_11_MAFA_train_20721.jpg,True,False,True,False
442,1_0_11_MAFA_test_4632.jpg,True,False,True,False
443,0_0_00_PGU_58_03.jpg,False,False,False,True
444,1_0_11_MAFA_train_24112.jpg,True,False,True,True
445,0_0_00_eyeglass_1366img.jpg,False,False,False,True
446,0_0_00_afw1340img.jpg,False,False,False,True
447,1_0_11_MAFA_test_3368.jpg,True,False,True,False
448,1_0_11_MAFA_train_4780.jpg,True,False,True,True
449,1_0_11_MAFA_train_21998.jpg,True,False,True,False
450,1_0_11_MAFA_train_20731.jpg,True,False,True,False
451,1_0_11_MAFA_test_200.jpg,True,False,True,False
452,0_0_00_afw591img.jpg,False,False,False,True
453,0_0_0_cpw_cpwJohn_Norquist_1.jpg,False,False,False,True
454,0_0_00_eyeglass_305img.jpg,False,False,False,True
455,1_0_11_MAFA_test_488.jpg,True,False,True,True
456,0_0_00_afw1830img.jpg,False,False,False,True
457,0_0_00_PGU_177_01.jpg,False,False,False,True
458,0_0_00_afw105img.jpg,False,False,False,True
459,0_0_00_afw2575img.jpg,False,False,False,True
460,0_0_00_PGU_190_01.jpg,False,False,False,True
461,1_0_11_MAFA_test_4240.jpg,True,False,True,False
462,0_0_0cpw_cpwCarlos_Salinas_2.jpg,False,False,False,True
463,0_0_00_afw506img.jpg,False,False,False,True
464,1_0_11_MAFA_train_11123.jpg,True,False,True,False
465,0_0_00_PGU_32_03.jpg,False,False,False,True
466,0_0_00_afw1080img.jpg,False,False,False,True
467,0_0_00_PGU_195_01.jpg,False,False,False,True
468,1_0_11_MAFA_train_13166.jpg,True,False,True,True
469,0_0_00_eyeglass_1351img.jpg,False,False,False,True
470,0_0_00_afw1318img.jpg,False,False,False,True
471,0_0_00_afw2597img.jpg,False,False,False,True
472,0_0_00_COFW_train_119.jpg,False,False,False,True
